IdTweet,IdUser,UserName,ScreenName,Location,TweetAt,UploadTweet,OriginalTweet
1471459824462295040,2199029722,Arief Joenaedy,ariefjoenaedy,,2021-12-16 12:38:55,Twitter for iPhone,"RT @geloraco: Jika Jokowi Tidak Jelaskan Sumber Uang Saham Kaesang, Muslim Arbi: KPK Wajib Usut karena Dicurigai Hasil Gratifikasi
https://…"
1471459746225950722,1454008204027854853,H.M. Murah,HMMurah3,Dekat Lautan  NYI Roro Kidul,2021-12-16 12:38:36,Twitter Web App,"Beban Utang Bengkak Rakyat Kecil Yg Jadi Korban, Pajak Naik, Iuran Naik ?
Pejabat Berkuasa Kekayaan Meningkat Rata2… https://t.co/ZohiXW2xA7"
1471459741389889538,864298150600744967,CoCo,VjHan85,"Besuki, Indonesia",2021-12-16 12:38:35,Twitter for Android,"RT @FerdinandHaean3: Jk gagal Juni 2022, mk Anies Baswedan hrs dipenjarakan karena telah merugikan keuangan negara sangat besar..!!! Rakyat…"
1471459683948847104,260280417,@mattdilaga,mattdilaga,indonesia,2021-12-16 12:38:21,Twitter for Android,@halahluweh @just_onoy @aniesbaswedan @DKIJakarta @BinaMargaDKI @mrtjakarta Bukankah dulu alasannya KPK tidak bisa… https://t.co/VOCgZ4jAqK
1471459486913105924,1288496856,ANTARASULSEL.Com,antaramakassar,"Makassar, Sulawesi Selatan",2021-12-16 12:37:34,Twitter Web App,KPK eksekusi Nurdin Abdullah ke Lapas Sukamiskin Bandung https://t.co/vRaTRADSHr
1471459369707470849,1425331096422547457,Pekaklonto🇲🇨,pekaklonto67,"Bali, Indonesia",2021-12-16 12:37:06,Twitter for Android,"RT @__AnakKolong: HANYA ULAR TOA YANG LICIN &amp; SULIT DIJERAT | terlebih ada aroma kura-kura Bone, kebo Cikeas di sekitar Ketua @KPK_RI, lalu…"
1471459335288987649,858324512865046528,maN💞NKRI🇮🇩,mantoP2020,"Nusantara, Indonesia",2021-12-16 12:36:58,Twitter Web App,RT @akun_easy: @Fer_78748 Jan2 ne firli ki .. ketua @KPK_RI àtau ketua parte... 🤔🤔
1471459314812395522,1128389848140615680,Chitato,becak125cc,,2021-12-16 12:36:53,Twitter for Android,"RT @Rakyat_Recehan: Langsung hitung aja dugaan potensi KERUGIAN UANG NEGARA dari BOBROK nya hasil kerja SUMUR RESAPAN.

Termasuk kerugian J…"
1471459285787766785,1104341798825033728,Do Kepa,Napen21,,2021-12-16 12:36:46,Twitter Web App,"RT @yarachantique: Jd paham deh..
Kmana arah hati Ketua KPK Firli Bahuri berlabuh..

😏 https://t.co/wtbEWIKWfa"
1471459249196711936,1360086668447895556,GALESONG,RifaiTaqwin,,2021-12-16 12:36:38,Twitter for Android,"RT @geloraco: Jika Jokowi Tidak Jelaskan Sumber Uang Saham Kaesang, Muslim Arbi: KPK Wajib Usut karena Dicurigai Hasil Gratifikasi
https://…"
1471459233816322048,902363035779690497,Raden Rizic Mikhaelovic,Teddy3234,Jakarta Indonesia ,2021-12-16 12:36:34,Twitter for Android,"@FerdinandHaean3 @KPK_RI Yang dulu safe the budget 
Yang sekarang begal the budget 
Cukup se x punya gubernur hasil ngembat😊"
1471459209422127104,1399346632039157768,Toruan,AritonOnang,Nova Scotia,2021-12-16 12:36:28,Twitter for Android,"RT @AngingMamiri26: Duh cammana mereka ini menyerahkan pengerjaan proyek ke kontraktor abal2.
Makanya pengerjaannya asal2an.

Pak @KPK_RI m…"
1471459202799267841,59740104,Grunge People,_Audaxviator,Indonesia,2021-12-16 12:36:26,Twitter for Android,@AlifaNaura6 @FerdinandHaean3 @KPK_RI Kepo lu ah
1471459136223137795,350890553,Fransiscus,Koez7,,2021-12-16 12:36:11,Twitter for Android,"RT @AngingMamiri26: Duh cammana mereka ini menyerahkan pengerjaan proyek ke kontraktor abal2.
Makanya pengerjaannya asal2an.

Pak @KPK_RI m…"
1471459123170791433,914271535,Bung,bungfrankz,Indonesia🇮🇩,2021-12-16 12:36:08,Twitter for iPhone,"RT @__AnakKolong: HANYA ULAR TOA YANG LICIN &amp; SULIT DIJERAT | terlebih ada aroma kura-kura Bone, kebo Cikeas di sekitar Ketua @KPK_RI, lalu…"
1471459101267791873,4262560934,👈 Faza Art 👉,imamdxlabel,,2021-12-16 12:36:02,Twitter for Android,@FerdinandHaean3 @KPK_RI Ini nih baru ngabisin duit negara dengan sangat gwedee proyek nya jeblogggg... https://t.co/DAlYy6ghbY
1471459047266131979,299022058,LindaaBatubara,AsniLelinda,Medan Sumatera Utara,2021-12-16 12:35:49,Twitter for Android,jujur ga terima bgt kalau diperlakuin seperti itu &amp; ini bukan yg pertama tapi sudah sering. tolong dong @KPK_RI terjun ke daerah2.
1471458996896747522,704590961418981377,🇮🇩Marudut Simbolon🇮🇩,simbolonmarudu1,Indonesia,2021-12-16 12:35:37,Twitter for Android,"RT @__AnakKolong: HANYA ULAR TOA YANG LICIN &amp; SULIT DIJERAT | terlebih ada aroma kura-kura Bone, kebo Cikeas di sekitar Ketua @KPK_RI, lalu…"
1471458987287531521,1383813250316308483,Luthfi Rashya,LuthfiRashya,,2021-12-16 12:35:35,Twitter for Android,"RT @KangUtang04: #BelaAniesPresiden2024 
#BelaAniesPresiden2024 
@AwanBiru7654
@BFofZlhan
@Paijo64854574
@Kumis20191
@Ibrahim96374387
@dipo…"
1471458978362056706,98621442,sendy,sendysuwanto,,2021-12-16 12:35:33,Twitter for Android,"RT @__AnakKolong: HANYA ULAR TOA YANG LICIN &amp; SULIT DIJERAT | terlebih ada aroma kura-kura Bone, kebo Cikeas di sekitar Ketua @KPK_RI, lalu…"
1471458947009638401,761894055047376897,.🇮🇩ivan,Ivan23683770,,2021-12-16 12:35:26,Twitter for iPhone,@RikkyKurus4 @KPK_RI Bubarkan @KPK_RI percuma ada jg tdk beryali lg atau angkat yg lbh tegas. Lg
1471458830240256002,59740104,Grunge People,_Audaxviator,Indonesia,2021-12-16 12:34:58,Twitter for Android,"@Banghad11388047 @FerdinandHaean3 @KPK_RI Haha, picture profil aja lu pake sorban tapi otak mesum
Pasti pengikut Pa… https://t.co/sKTosTJQy6"
1471458578686824449,4262560934,👈 Faza Art 👉,imamdxlabel,,2021-12-16 12:33:58,Twitter for Android,@YustusHarefa @FerdinandHaean3 @KPK_RI Warga DKI????? Lu aja bareng kebo
1471458448642490370,1427655044980101132,IriAnto,IriAnto77074950,,2021-12-16 12:33:27,Twitter for Android,@bintangku206 @FerdinandHaean3 @KPK_RI KPKPOLRI Posisi?! Saya mau tanya apad bisa Lidik kembali SUMBER GAK WARAS si… https://t.co/tQqvg0Dxof
1471458367939878914,1315999915403698176,Bang2Tut,RodiSahrono,,2021-12-16 12:33:07,Twitter for Android,@AngingMamiri26 @KPK_RI KPK emang anj*Ng...b*ngs*t...takut bgt sama anies
1471458334612107265,1142137706840875008,Aktual Official,aktualofficial,Indonesia,2021-12-16 12:33:00,WordPress.com,"Vonis 5 Tahun Penjara, KPK ‘Lempar’ Gubernur Non Aktif Sulsel ke Lapas Sukamiskin https://t.co/lpEYTeth5B"
1471458270795612160,1159689173340585984,A K ™ |,__AnakKolong,Wherever you're not lookin',2021-12-16 12:32:44,Twitter Web App,"HANYA ULAR TOA YANG LICIN &amp; SULIT DIJERAT | terlebih ada aroma kura-kura Bone, kebo Cikeas di sekitar Ketua @KPK_RI… https://t.co/e6unXzv0sX"
1471458246854516755,824467150765060096,KelianBanjar GarisKeras🙅🏽‍♀️💤,KelianBanjar_GK,"Denpasar, Bali",2021-12-16 12:32:39,Twitter for Android,"RT @lintang_ayoe: Selama aku magang, aku belajar penyusunan RKAP project dll untk 1 thn anggaran pekerjaan 

jdi kontraktor ga bisa abal2,…"
1471458208128520194,1463532276285726731,kian santang,kiansan84154596,,2021-12-16 12:32:29,Twitter for Android,@pusakapp403 @YustusHarefa @FerdinandHaean3 @KPK_RI Jkt di daerah Royal tempat yg kamu tinton di videonya koleksi video porno rupanya
1471458039211311106,3276753565,ℙ𝕠𝕣𝕠𝕨𝕟𝕖𝕨𝕤,madjadiranaigy,,2021-12-16 12:31:49,Twitter for Android,"RT @OposisiCerdas: Diperiksa sebagai Tersangka Kasus Suap Pajak, Alfred Simanjuntak Tak Ditahan KPK
https://t.co/2tg54ZzJB8"
1471458021679185931,1092542857888612353,Boldnews.al,Boldnewsal,Albania,2021-12-16 12:31:45,Twitter Web App,"KPK shkarkon prokurorin Binas Nina
https://t.co/bzZCfkMgnn
#BoldNews"
1471457999457697796,2646662036,yazied,ijo_11614,Indonesia,2021-12-16 12:31:40,Twitter for Android,"@FerdinandHaean3 @KPK_RI Kalo bodoh di simpan y ,jgn di buka ke publik"
1471457876241575936,3327772232,AS,eddy_AS_111,,2021-12-16 12:31:10,Twitter for Android,"RT @FerdinandHaean3: Jk gagal Juni 2022, mk Anies Baswedan hrs dipenjarakan karena telah merugikan keuangan negara sangat besar..!!! Rakyat…"
1471457827721859073,1321801888908537858,Binsar Ritonga,BinsarRitonga4,"Kalimantan Barat, Indonesia",2021-12-16 12:30:59,Twitter for Android,"RT @Ginturaja: KPK meminta data tambahan kepada pelapor dugaan korupsi bisnis PCR yang dilakukan oleh pembantu Presiden Joko Widodo, salah…"
1471457728635629573,1427655044980101132,IriAnto,IriAnto77074950,,2021-12-16 12:30:35,Twitter for Android,@FerdinandHaean3 @KPK_RI Kalo dibandingkan dgn UTANG junjunganmu??
1471457645022171137,1470778150795759616,Jun Tutik,JunTutik,,2021-12-16 12:30:15,Twitter for Android,"@FerdinandHaean3 @KPK_RI Jgn dibiarkan saja ,"
1471457594304647168,1327148918921187332,Indonesia Ku,Indones30065690,,2021-12-16 12:30:03,Twitter for Android,"RT @AnakLolina2: Wajar jika Balai kota Jakarta tetap adem &amp; merasa tidak melakukan kesalahan meski ;
- Rusun bermasalah
- Formula E tidak j…"
1471457463866036224,1410822182150631427,Amran Poe,PoeAmran,,2021-12-16 12:29:32,Twitter Web App,@PrataRoti @AngingMamiri26 @KPK_RI Ada sih cm ngawasin aja😳🤪
1471457419112824833,410440006,Itok Arseto,i_arseto,Indonesia,2021-12-16 12:29:21,Twitter for Android,"RT @Batman_Monyok: Ada yang menyalahkan kontrator sumur resapan, padahal yang menentukan lokasi proyek dan anggaran itu pemprov.

Coba yang…"
1471457380110004227,1254322180373884930,🔰 𝗧𝗵𝗲 𝗖𝗼𝗺𝗺𝗼𝗻𝗲𝗿𝘀,RiuRizkiUtomo_,,2021-12-16 12:29:12,Twitter for Android,"RT @berharapdamai: @RiuRizkiUtomo_ Kalo akhirnya lolos dari kpk, hrs diakui di top markotop"
1471457303295508480,1460408542549069830,bakiakdore,bakiakdore,,2021-12-16 12:28:54,Twitter for Android,"@AngingMamiri26 @KPK_RI sekarang balaikota sepeninggal ahok, pesta pora"
1471457258835877896,1322816862019678209,Dimas EP,DimasEP11,,2021-12-16 12:28:43,Twitter for Android,@FerdinandHaean3 @KPK_RI gak bosen bang nyerang anies mulu wkwkwkw
1471457194163900417,1460408542549069830,bakiakdore,bakiakdore,,2021-12-16 12:28:28,Twitter for Android,@bumbelbi1999 @AngingMamiri26 @KPK_RI memang dari.kepala sampai.kaki udah nia5 maling. makanya dipecah2
1471457192867885061,979343748751486976,@Nw_gondrong373c,gondrong373c,Indonesia,2021-12-16 12:28:27,Twitter for Android,"RT @geloraco: Jika Jokowi Tidak Jelaskan Sumber Uang Saham Kaesang, Muslim Arbi: KPK Wajib Usut karena Dicurigai Hasil Gratifikasi
https://…"
1471457148479541250,2622807456,syahrulsyah,syahrulsyah88,,2021-12-16 12:28:17,Twitter for Android,"@1keadilan Apa pantas kita mempertanyakan #DarimanaDuitKaesang kan dia anak presiden, dan pengusaha lagi, sekali la… https://t.co/5PKI4EtVLS"
1471457109204082688,758425345,jyantocan,jyantocan,,2021-12-16 12:28:07,Twitter for Android,"RT @AngingMamiri26: Duh cammana mereka ini menyerahkan pengerjaan proyek ke kontraktor abal2.
Makanya pengerjaannya asal2an.

Pak @KPK_RI m…"
1471457093316087808,1313083559377162240,𝑴𝒆𝒌𝒂𝒓 𝑆𝑎𝑟𝑖 𝒏𝒆𝒘𝒔,05_ok20,,2021-12-16 12:28:04,Twitter for Android,"RT @geloraco: Jika Jokowi Tidak Jelaskan Sumber Uang Saham Kaesang, Muslim Arbi: KPK Wajib Usut karena Dicurigai Hasil Gratifikasi
https://…"
1471457002861649922,1460408542549069830,bakiakdore,bakiakdore,,2021-12-16 12:27:42,Twitter for Android,"@AngingMamiri26 @KPK_RI katanya asn dki pinter pinter, gaji gede. mosok administrasi gini aja belepotan"
1471456946377003008,1348674492453687302,Indi Wage,IndiWage,,2021-12-16 12:27:29,Twitter for Android,"RT @geloraco: Jika Jokowi Tidak Jelaskan Sumber Uang Saham Kaesang, Muslim Arbi: KPK Wajib Usut karena Dicurigai Hasil Gratifikasi
https://…"
1471456909009948673,2530482194,Ramon yap,pramono_yap,"Serang, Indonesia",2021-12-16 12:27:20,Twitter for Android,@YustusHarefa @FerdinandHaean3 @KPK_RI Lah namanya jg tus tus brutus kaum terjemahan
1471456898901704705,1079584435882749957,Lembu Sekilan,SaveEar52249625,,2021-12-16 12:27:17,Twitter for Android,"RT @geloraco: Jika Jokowi Tidak Jelaskan Sumber Uang Saham Kaesang, Muslim Arbi: KPK Wajib Usut karena Dicurigai Hasil Gratifikasi
https://…"
1471456868606169089,265863267,Surya Borneo,SuryaBorneo,.......,2021-12-16 12:27:10,Twitter for Android,"RT @Ginturaja: KPK meminta data tambahan kepada pelapor dugaan korupsi bisnis PCR yang dilakukan oleh pembantu Presiden Joko Widodo, salah…"
1471456862742597632,3255362880,Herlin,Herlin_673YP,"DKI Jakarta, Indonesia",2021-12-16 12:27:09,Twitter for Android,"RT @AnakLolina2: Wajar jika Balai kota Jakarta tetap adem &amp; merasa tidak melakukan kesalahan meski ;
- Rusun bermasalah
- Formula E tidak j…"
1471456821978152961,1144263434227408898,NKRI,Gendorowo3,"Indiana, USA",2021-12-16 12:26:59,Twitter for Android,"RT @Prihandono72: @mahasiswigenz @zefry1974 Pantass....
Kasus Formula E ...seperti Mandek
Tapi KPK malah sibuk dengan Jeruk 3 ton"
1471456759495622660,2384696084,₣Ɽ₳₦₭,RonaldLampard8,NKRI,2021-12-16 12:26:44,Twitter for Android,"RT @AnakLolina2: Wajar jika Balai kota Jakarta tetap adem &amp; merasa tidak melakukan kesalahan meski ;
- Rusun bermasalah
- Formula E tidak j…"
1471456747185655808,1363331618673332227,wawan,wawan85936154,,2021-12-16 12:26:41,Twitter Web App,"RT @AnakLolina2: Wajar jika Balai kota Jakarta tetap adem &amp; merasa tidak melakukan kesalahan meski ;
- Rusun bermasalah
- Formula E tidak j…"
1471456731100172291,1144263434227408898,NKRI,Gendorowo3,"Indiana, USA",2021-12-16 12:26:37,Twitter for Android,"RT @MawarDjingga2: @AndiChTh @mahasiswigenz @KPK_RI Kalo gitu gw yakin dah skrng ternyata Firli itu ngadrun juga,pantesan gak mauuuu ngusut…"
1471456536702509058,1447963634722754564,Bandy Hudiharto,bandy_hudiharto,"Kota Medan, Sumatera Utara",2021-12-16 12:25:51,Twitter for Android,"RT @FerdinandHaean3: Jk gagal Juni 2022, mk Anies Baswedan hrs dipenjarakan karena telah merugikan keuangan negara sangat besar..!!! Rakyat…"
1471456412337250305,1380115568481562624,Alifa Naura,AlifaNaura6,,2021-12-16 12:25:21,Twitter for Android,"@_Audaxviator @FerdinandHaean3 @KPK_RI Ngebacot doang loe. Kayak emak"" mulutnya"
1471456337502498816,2364863990,Ime D 🏴🏴🏴,imed_79,,2021-12-16 12:25:03,Twitter for Android,"RT @geloraco: Jika Jokowi Tidak Jelaskan Sumber Uang Saham Kaesang, Muslim Arbi: KPK Wajib Usut karena Dicurigai Hasil Gratifikasi
https://…"
1471456329382334466,1181071158386409473,"Launching New Virus,..🙄",karyawantree,"Cengkareng, Indonesia",2021-12-16 12:25:01,Twitter for Android,@Vie4nne @KPK_RI @PIP_KPK Tidak sedang Invalid kan...#UsutUangGibran #UsutUangGibran
1471456329373872129,1321479370293194760,Bang Hadi,Banghad11388047,Jakarta,2021-12-16 12:25:01,Twitter for Android,@_Audaxviator @FerdinandHaean3 @KPK_RI Nonton BF aja Sono...... Koleksi banyak dianggurin....
1471456245605224449,1378750203121913857,🇮🇩NyonkAmbonDayak🇮🇩,nyonkambondayak,"Kalimantan Tengah, Indonesia",2021-12-16 12:24:41,Twitter for Android,"RT @AngingMamiri26: Duh cammana mereka ini menyerahkan pengerjaan proyek ke kontraktor abal2.
Makanya pengerjaannya asal2an.

Pak @KPK_RI m…"
1471456221769043973,2169419340,Catur Handoko A,Ctr_Bowo,"Cilandak, Indonesia",2021-12-16 12:24:36,Twitter for iPhone,"@Rakyat_Recehan @KejaksaanRI @KPK_RI @fpdip_jakarta @gembong_warsono Masalahnya Instansi yg berwenang merem semua, piye dong ?"
1471456156363100160,928687399,Bocil chantix..,NasrullahAlhad1,Chicago,2021-12-16 12:24:20,Twitter Web App,"@AngingMamiri26 @KPK_RI Selama firli yg jadi ketua KPK aman itu anies, krn mrk 1 genk. Ekspektasi kita pd firli ter… https://t.co/CJeYZukj7F"
1471456147869560832,1658086969,PASS OVER 🙏,akun_easy,,2021-12-16 12:24:18,Twitter for Android,@Fer_78748 Jan2 ne firli ki .. ketua @KPK_RI àtau ketua parte... 🤔🤔
1471456090772570116,745996312882061312,Itjen Kemenkeu,ItjenKemenkeu,"Jakarta Pusat, DKI Jakarta",2021-12-16 12:24:05,Twitter for iPhone,"Nah, gratifikasi yang diterima harus dilaporkan ke UPG yang kemudian akan disampaikan ke KPK. Gratifikasi tersebut… https://t.co/ByWKmTuTZa"
1471456036582137863,484607777,johorfm,johorfm,Johor,2021-12-16 12:23:52,Twitter for Android,RT @DGHisham: Kenyataan Akhbar KPK 16 Disember 2021 – Situasi Semasa Jangkitan Penyakit Coronavirus 2019 (COVID-19) di Malaysia https://t.c…
1471455987114528771,98621442,sendy,sendysuwanto,,2021-12-16 12:23:40,Twitter for Android,"RT @AnakLolina2: Wajar jika Balai kota Jakarta tetap adem &amp; merasa tidak melakukan kesalahan meski ;
- Rusun bermasalah
- Formula E tidak j…"
1471455976888754182,1380115568481562624,Alifa Naura,AlifaNaura6,,2021-12-16 12:23:37,Twitter for Android,@FerdinandHaean3 @KPK_RI Nggk bosan apa ngebacot doang Lae.
IdTweet,IdUser,UserName,ScreenName,Location,TweetAt,UploadTweet,OriginalTweet
1471455892457463815,1462801526225657856,Chachatrien,Chachatrien1,,2021-12-16 12:23:17,Twitter for Android,"RT @FerdinandHaean3: Jk gagal Juni 2022, mk Anies Baswedan hrs dipenjarakan karena telah merugikan keuangan negara sangat besar..!!! Rakyat…"
1471455855841210368,1301403194862387200,(ง'̀-'́)ง,M0nasUniversity,,2021-12-16 12:23:09,Twitter for Android,@sanuri118___zz @sitifarida2nkri @FerdinandHaean3 lucunya gak ada tindakan apapun dr aparat penegak hukum maupun dr KPK.. 😪
1471455836132102144,1468045476800843779,Abed Nego Purba Girsang,namapenggunaego,,2021-12-16 12:23:04,Twitter for Android,"@CNNIndonesia Sampah kali kata-kata si mahfud ini bilang aja selama kau jadi menkopolhukam, km 50, kpk, korting pen… https://t.co/pVv315GAeG"
